"","Partner","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","Contract","MonthlyCharges","TotalCharges","Churn"
"266","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",88.1,5526.75,"No"
"267","No",50,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.9,1195.25,"No"
"268","No",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Month-to-month",105,2007.25,"No"
"269","No",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.35,1099.6,"Yes"
"270","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.25,1732.95,"No"
"271","No",16,"Yes","No","Fiber optic","No","No","No","Yes","Month-to-month",94.45,1511.2,"Yes"
"272","Yes",57,"Yes","No","DSL","Yes","Yes","No","Yes","Two year",59.75,3450.15,"No"
"273","No",1,"No","No phone service","DSL","No","No","No","No","Month-to-month",24.8,24.8,"Yes"
"274","Yes",20,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",107.05,2172.05,"No"
"275","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.6,70.6,"Yes"
"276","Yes",5,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",85.4,401.1,"Yes"
"277","Yes",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",105.05,5624.85,"Yes"
"278","Yes",21,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",64.95,1339.8,"No"
"279","No",14,"No","No phone service","DSL","No","No","Yes","Yes","Month-to-month",55,771.95,"No"
"280","No",5,"Yes","No","DSL","No","Yes","No","No","Month-to-month",50.55,244.75,"No"
"281","No",6,"Yes","No","DSL","Yes","Yes","No","No","Month-to-month",55.15,322.9,"No"
"282","No",10,"Yes","No","DSL","No","Yes","No","No","Month-to-month",51.2,498.25,"No"
"283","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",25.4,25.4,"No"
"284","No",68,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",54.45,3687.75,"No"
"285","Yes",18,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",95.15,1779.95,"Yes"
"286","No",22,"Yes","Yes","Fiber optic","No","No","No","No","One year",76,1783.6,"No"
"287","No",20,"Yes","No","DSL","No","No","No","No","Month-to-month",44.35,927.15,"No"
"288","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70,70,"Yes"
"289","No",8,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",74.5,606.55,"Yes"
"290","No",10,"Yes","No","DSL","No","No","No","No","Month-to-month",44.85,435.4,"Yes"
"291","No",24,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",76.1,1712.7,"Yes"
"292","No",35,"Yes","No","DSL","Yes","Yes","Yes","No","One year",61.2,2021.2,"No"
"293","Yes",23,"Yes","No","Fiber optic","No","Yes","Yes","Yes","One year",86.8,1940.8,"No"
"294","No",6,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",89.35,567.8,"No"
"295","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.7,220.35,"No"
"296","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.25,20.25,"No"
"297","Yes",71,"Yes","No","Fiber optic","No","No","Yes","No","Two year",76.05,5436.45,"No"
"298","Yes",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",100.8,3437.5,"No"
"299","Yes",40,"Yes","Yes","DSL","No","No","Yes","No","Month-to-month",74.55,3015.75,"No"
"300","No",1,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",73.6,73.6,"Yes"
"301","No",23,"Yes","No","DSL","No","No","No","No","One year",64.9,1509.8,"No"
"302","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",95.45,396.1,"Yes"
"303","No",4,"Yes","No","Fiber optic","No","No","Yes","Yes","Month-to-month",90.4,356.65,"No"
"304","Yes",68,"No","No phone service","DSL","No","Yes","Yes","Yes","Two year",60.3,4109,"No"
"305","No",38,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",81.85,3141.7,"No"
"306","Yes",52,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.8,1229.1,"No"
"307","Yes",32,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.9,2303.35,"Yes"
"308","Yes",29,"Yes","No","DSL","No","No","Yes","Yes","Two year",75.55,2054.4,"No"
"309","Yes",38,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",101.15,3741.85,"No"
"310","No",48,"Yes","Yes","DSL","Yes","No","Yes","No","One year",78.75,3682.45,"No"
"311","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.25,19.25,"No"
"312","No",22,"Yes","No","Fiber optic","Yes","No","No","Yes","Month-to-month",89.05,1886.25,"No"
"313","No",43,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",115.05,4895.1,"No"
"314","Yes",5,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.35,341.6,"No"
"315","No",5,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.6,415.55,"Yes"
"316","Yes",51,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","One year",110.05,5686.4,"No"
"317","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.9,1355.1,"No"
"318","Yes",38,"Yes","No","DSL","Yes","Yes","No","Yes","One year",80.3,3058.65,"Yes"
"319","Yes",24,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",93.15,2231.05,"Yes"
"320","Yes",35,"Yes","Yes","Fiber optic","No","No","No","Yes","Month-to-month",91.5,3236.35,"No"
"321","No",54,"Yes","Yes","DSL","Yes","Yes","No","Yes","One year",82.45,4350.1,"Yes"
"322","Yes",72,"No","No phone service","DSL","No","Yes","Yes","Yes","Two year",60,4264,"No"
"323","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",44.8,44.8,"No"
"324","Yes",9,"Yes","No","DSL","Yes","No","No","No","One year",48.6,422.3,"No"
"325","No",69,"No","No phone service","DSL","Yes","Yes","No","Yes","Two year",60.05,4176.7,"No"
"326","Yes",52,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",102.7,5138.1,"No"
"327","Yes",11,"Yes","No","Fiber optic","No","No","No","Yes","Month-to-month",82.9,880.05,"No"
"328","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.35,139.05,"Yes"
"329","Yes",28,"No","No phone service","DSL","No","No","No","No","Month-to-month",35.9,973.65,"No"
"330","No",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",82.65,1470.05,"No"
"331","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.85,739.35,"No"
"332","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.2,161.95,"No"
"333","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",94.9,4422.95,"No"
"334","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",73.85,511.25,"Yes"
"335","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",80.6,155.8,"Yes"
"336","Yes",68,"Yes","Yes","DSL","No","Yes","Yes","Yes","One year",75.8,5293.95,"Yes"
"337","No",43,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Two year",104.6,4759.85,"Yes"
"338","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",88.15,6148.45,"No"
"339","No",36,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",94.8,3565.65,"No"
"340","Yes",63,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",103.4,6603,"Yes"
"341","No",32,"Yes","No","DSL","No","Yes","No","Yes","Month-to-month",54.65,1830.1,"No"
"342","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",85.75,6223.8,"No"
"343","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","Month-to-month",67.45,4508.65,"No"
"344","No",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.5,1328.15,"No"
"345","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.25,865,"No"
"346","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",72.1,72.1,"No"
"347","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",90.4,168.2,"Yes"
"348","Yes",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.45,1303.5,"No"
"349","No",23,"No","No phone service","DSL","No","No","No","No","Month-to-month",44.95,996.85,"No"
"350","Yes",64,"Yes","No","Fiber optic","Yes","Yes","Yes","No","One year",97,6430.9,"No"
"351","Yes",37,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",62.8,2278.75,"No"
"352","No",17,"Yes","No","DSL","No","No","No","No","One year",44.6,681.4,"No"
"353","No",7,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",89.15,574.35,"No"
"354","Yes",4,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",84.8,371.9,"Yes"
"355","No",21,"No","No phone service","DSL","Yes","No","No","No","Month-to-month",41.9,840.1,"Yes"
"356","No",10,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.25,846,"Yes"
"357","No",16,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",54.1,889,"No"
"358","Yes",64,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Two year",105.25,6823.4,"No"
"359","Yes",27,"No","No phone service","DSL","Yes","No","No","No","Month-to-month",30.75,805.1,"Yes"
"360","Yes",42,"Yes","Yes","Fiber optic","Yes","No","No","No","One year",97.1,4016.75,"No"
"361","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.2,83.75,"No"
"362","No",41,"Yes","No","Fiber optic","No","Yes","No","Yes","Two year",98.8,3959.15,"No"
"363","Yes",58,"Yes","No","DSL","No","No","Yes","No","One year",50.3,2878.55,"No"
"364","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.55,945.7,"No"
"365","No",18,"Yes","No","Fiber optic","No","No","No","Yes","Month-to-month",75.9,1373.05,"No"
"366","No",5,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",96.5,492.55,"Yes"
"367","Yes",23,"Yes","No","DSL","Yes","No","No","No","Month-to-month",59.95,1406,"No"
"368","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.15,19.15,"No"
"369","Yes",71,"Yes","Yes","Fiber optic","No","No","Yes","No","One year",98.65,6962.85,"No"
"370","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",112.6,8126.65,"No"
"371","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.6,690.25,"No"
"372","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",85.65,181.5,"Yes"
"373","No",24,"No","No phone service","DSL","Yes","No","No","Yes","Two year",35.75,830.8,"No"
"374","Yes",56,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","One year",99.75,5608.4,"No"
"375","No",37,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",96.1,3646.8,"No"
"376","No",43,"Yes","Yes","DSL","No","Yes","Yes","Yes","One year",85.1,3662.25,"No"
"377","No",1,"No","No phone service","DSL","No","No","No","No","Month-to-month",25.35,25.35,"No"
"378","Yes",25,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",104.95,2566.5,"Yes"
"379","No",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",89.65,5308.7,"No"
"380","No",17,"Yes","Yes","Fiber optic","No","No","Yes","Yes","One year",86.75,1410.25,"No"
"381","Yes",41,"Yes","No","Fiber optic","No","Yes","Yes","Yes","One year",86.2,3339.05,"No"
"382","No",1,"Yes","No","DSL","No","Yes","No","No","Month-to-month",50.65,50.65,"Yes"
"383","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Two year",64.8,4732.35,"No"
"384","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",90.85,90.85,"Yes"
"385","No",48,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Two year",108.1,5067.45,"No"
"386","Yes",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.95,214.75,"Yes"
"387","Yes",55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",85.45,4874.7,"Yes"
"388","No",42,"No","No phone service","DSL","Yes","Yes","Yes","Yes","One year",54.75,2348.45,"No"
"389","No",44,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",90.4,4063,"No"
"390","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",44,44,"No"
"391","No",27,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",95.6,2595.25,"No"
"392","Yes",27,"Yes","Yes","DSL","No","Yes","Yes","Yes","Month-to-month",84.8,2309.55,"No"
"393","No",2,"Yes","No","DSL","No","No","No","No","Month-to-month",44.3,89.3,"No"
"394","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.9,367.55,"No"
"395","Yes",42,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",95.05,3944.5,"No"
"396","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",90.05,5965.95,"No"
"397","Yes",33,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Month-to-month",109.9,3694.7,"No"
"398","No",34,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",73.95,2524.45,"Yes"
"399","No",33,"No","No phone service","DSL","No","No","Yes","Yes","Month-to-month",54.6,1803.7,"No"
"400","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.05,415.1,"No"
"401","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.75,624.15,"No"
"402","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.05,237.7,"No"
"403","Yes",69,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",99.45,7007.6,"Yes"
"404","Yes",68,"Yes","No","DSL","Yes","No","No","Yes","One year",55.9,3848.8,"No"
"405","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.7,419.4,"No"
"406","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.8,1468.75,"No"
"407","Yes",60,"Yes","Yes","Fiber optic","Yes","No","Yes","No","One year",95.4,5812,"No"
"408","Yes",32,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",93.95,2861.45,"No"
"409","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.9,19.9,"Yes"
"410","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.6,19.6,"Yes"
"411","No",3,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",81.35,233.7,"Yes"
"412","Yes",46,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","One year",24.45,1066.15,"No"
"413","Yes",29,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.95,2149.05,"No"
"414","No",51,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Month-to-month",87.35,4473,"No"
"415","Yes",48,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.65,3545.05,"No"
"416","Yes",16,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",73.25,1195.75,"No"
"417","Yes",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Two year",98.7,6858.9,"No"
"418","Yes",40,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.8,1024.7,"No"
"419","Yes",22,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",83.3,1845.9,"Yes"
"420","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",75.3,75.3,"Yes"
"421","Yes",5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",24.3,132.25,"No"
"422","No",7,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.85,515.45,"No"
"423","No",29,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","One year",100.55,2830.45,"No"
"424","Yes",44,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","One year",25.7,1110.5,"No"
"425","No",10,"No","No phone service","DSL","Yes","Yes","Yes","No","Month-to-month",40.7,449.3,"No"
"426","Yes",55,"Yes","Yes","DSL","No","No","No","No","Month-to-month",51.65,2838.55,"No"
"427","Yes",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",105.1,5376.4,"No"
"428","Yes",10,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",85.95,858.6,"No"
"429","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.6,1395.05,"No"
"430","Yes",68,"Yes","Yes","DSL","Yes","No","No","Yes","One year",58.25,3975.7,"No"
"431","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.4,1182.55,"Yes"
"432","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Two year",65.2,4784.45,"No"
