Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
1,269,26,8,52,0,1,2,2,1,0,2,0,0,0,0
1,257,20,4,32,1,1,1,0,0,0,0,0,0,0,0
1,293,12,8,30,0,1,4,0,0,0,0,1,0,0,0
0,323,12,5,32,0,0,0,1,0,0,1,1,0,0,0
0,423,10,10,66,1,0,3,2,0,0,1,0,0,0,0
1,130,12,1,12,0,0,0,0,0,0,0,1,0,0,0
1,185,30,1,30,0,1,0,0,0,0,0,1,0,0,0
1,105,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,277,12,6,44,2,0,1,1,0,0,0,0,0,0,0
0,227,16,11,52,1,1,5,1,0,0,0,0,0,0,0
1,282,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,237,4,11,42,1,2,3,1,1,0,0,0,0,0,0
1,211,10,12,62,1,0,1,0,1,0,0,0,0,0,0
1,57,16,2,22,0,0,2,0,0,0,0,0,0,0,0
1,183,12,9,64,1,2,1,2,1,0,0,0,1,2,0
0,257,14,2,22,1,0,1,0,0,0,0,0,0,0,0
1,123,12,7,26,0,1,1,2,0,0,0,0,0,0,0
1,312,30,2,38,1,0,1,0,0,0,0,1,0,0,0
0,258,16,2,24,1,0,1,0,0,0,0,0,0,0,0
1,123,16,2,20,1,0,0,0,0,0,0,0,0,0,0
1,92,30,1,30,0,0,0,0,0,0,2,1,0,0,0
1,206,8,1,8,0,0,0,0,0,1,2,0,0,0,0
1,328,12,10,36,3,2,1,0,1,0,0,0,0,0,0
0,416,10,10,34,3,1,3,1,0,0,2,0,0,0,0
0,346,28,11,88,3,0,3,1,2,0,1,0,0,1,0
1,420,12,10,60,1,2,1,1,1,1,6,0,0,0,0
1,276,8,1,8,0,0,0,0,0,1,0,0,0,0,0
1,246,8,2,14,0,0,1,0,0,1,1,0,0,0,0
1,278,34,3,44,0,0,1,0,0,0,1,0,0,0,0
0,358,10,10,36,2,2,2,0,2,0,3,0,0,0,0
1,186,10,2,16,1,0,0,0,0,2,1,0,0,0,0
0,270,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1,140,24,3,30,1,0,1,0,0,0,0,0,0,0,0
1,217,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,338,10,12,54,2,1,5,3,0,0,0,0,0,0,0
0,160,16,2,24,2,0,0,0,0,1,0,0,0,0,0
1,45,30,2,34,0,0,2,0,0,1,0,0,0,0,0
1,140,4,8,44,2,0,1,0,1,0,0,1,0,0,0
1,284,32,9,68,1,0,1,3,0,2,0,2,1,0,0
1,100,10,1,10,0,0,0,0,0,2,0,0,0,0,0
1,356,8,6,44,1,1,0,0,0,0,0,0,0,0,0
0,141,12,2,20,0,1,0,0,0,0,0,0,0,0,0
1,81,2,5,16,0,0,1,0,0,0,0,0,0,0,0
1,246,10,4,28,0,0,0,0,1,0,1,0,0,0,0
1,183,8,6,42,1,0,2,0,0,0,0,0,0,0,0
1,205,8,2,10,0,0,0,0,0,0,1,0,0,0,0
0,264,28,1,28,0,0,0,0,1,0,0,0,0,0,0
1,63,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,312,8,7,30,0,0,3,1,1,0,0,0,0,0,0
1,307,4,3,18,0,0,0,0,0,1,2,0,0,0,0
0,256,32,2,40,0,0,1,0,0,0,0,2,0,0,0
0,192,12,4,22,1,0,0,1,1,0,0,0,0,0,0
1,250,4,3,12,0,0,0,0,0,0,0,0,0,0,0
0,31,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1,173,16,2,20,0,0,0,1,0,0,0,0,0,0,1
1,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,185,8,2,14,1,0,0,0,0,0,0,0,0,0,0
1,274,8,9,32,2,0,3,0,1,0,0,0,0,0,0
0,74,12,2,18,1,0,0,0,0,2,0,0,0,0,0
1,49,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,239,4,10,32,2,0,3,2,1,0,0,0,0,0,0
1,372,12,7,48,1,1,1,2,1,0,1,0,0,1,0
0,120,16,1,16,0,0,0,0,0,2,0,0,0,0,0
1,28,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,135,18,2,22,0,0,1,0,0,0,0,0,0,0,0
1,170,14,2,16,0,0,0,1,0,0,0,0,0,0,0
1,235,8,1,8,0,0,0,0,0,0,1,0,0,0,0
0,254,14,2,20,0,0,0,0,2,0,0,0,0,0,0
0,281,16,2,22,0,0,0,0,0,0,0,0,0,0,0
1,162,36,6,66,1,0,1,1,1,0,0,0,0,0,0
0,371,14,5,38,4,1,0,0,0,0,4,0,0,0,0
1,236,16,3,34,0,0,1,0,1,0,0,0,0,0,0
1,203,28,12,62,1,1,3,2,0,0,2,0,0,0,0
1,369,12,8,52,1,0,2,0,1,0,1,0,0,0,0
0,193,22,2,24,0,1,0,0,1,1,0,0,0,0,0
0,242,22,8,44,4,1,1,1,0,2,2,0,0,0,0
1,126,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,150,22,5,34,2,0,3,0,0,0,1,0,0,0,0
0,308,26,2,34,1,0,0,0,0,0,0,0,0,0,1
1,324,32,7,58,1,0,2,1,0,0,0,2,0,0,0
0,24,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,267,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,75,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,265,28,8,56,2,0,2,2,1,0,0,0,0,0,0
1,49,28,1,28,0,0,1,0,0,0,0,0,0,0,1
1,131,2,1,2,0,0,0,0,0,0,0,0,0,0,1
0,324,16,10,44,2,2,2,1,1,0,0,0,0,0,0
1,214,14,8,50,2,0,2,0,0,0,1,0,0,0,0
1,311,20,2,24,0,0,1,0,0,0,1,0,0,0,0
1,233,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,325,16,2,20,0,0,1,0,0,0,0,0,0,0,0
1,458,14,11,54,2,0,3,2,0,1,2,0,0,0,0
1,250,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,155,28,1,28,0,0,0,1,0,0,1,0,0,0,0
1,174,14,7,34,2,0,2,1,0,0,1,0,0,0,0
1,165,34,7,64,0,0,3,1,0,2,0,0,0,0,0
1,263,24,9,42,2,1,2,0,0,0,1,0,0,1,0
1,188,16,2,18,0,1,1,0,0,0,1,0,0,0,0
1,185,6,2,8,0,0,0,0,0,0,0,0,0,0,0
1,195,10,2,14,0,0,0,0,0,0,1,0,0,0,0
0,187,32,11,88,2,1,2,2,1,0,0,2,2,1,0
1,261,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,156,14,8,50,2,0,4,0,1,1,1,0,0,0,0
1,114,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,322,30,2,36,1,0,0,0,0,1,0,0,0,0,0
0,69,16,2,20,1,0,0,0,0,0,0,0,0,0,0
0,61,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,137,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,93,10,4,18,1,0,1,0,0,0,0,0,0,0,0
1,156,12,2,20,0,1,0,0,0,0,1,2,0,0,0
1,274,12,12,76,2,2,3,0,2,0,0,2,0,0,0
1,326,26,5,48,0,0,0,1,1,0,0,1,0,0,0
0,328,24,3,40,0,0,1,0,0,0,0,0,0,0,0
1,190,34,7,48,2,0,5,0,0,0,1,0,0,0,0
0,175,16,1,16,0,0,0,1,0,0,0,1,0,0,0
1,155,6,2,8,0,0,0,0,0,0,0,0,0,0,0
1,197,12,2,16,1,0,0,0,0,0,1,2,0,0,0
1,122,14,2,20,0,0,1,1,0,0,0,0,0,0,0
0,313,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,90,6,2,12,0,0,0,0,0,1,0,0,0,0,1
1,216,14,1,14,0,0,0,0,1,0,0,0,0,0,1
0,112,8,2,16,0,0,1,0,0,0,0,0,0,0,0
0,243,6,2,14,0,0,0,1,0,0,0,0,0,0,0
1,174,10,2,12,0,0,0,0,0,0,1,0,0,0,0
0,234,6,2,14,1,0,0,0,0,0,0,0,0,0,0
0,174,4,7,32,0,2,1,0,2,1,1,0,0,0,0
1,166,10,10,58,2,1,2,2,0,1,1,0,0,0,0
1,185,20,4,38,0,1,1,1,0,0,0,0,0,0,0
1,357,4,8,28,1,1,2,0,0,0,3,0,0,0,0
0,118,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,188,10,1,10,0,0,0,0,0,0,1,0,0,0,0
1,157,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,362,16,11,48,1,0,1,3,0,0,0,0,0,0,0
1,219,10,2,14,0,0,1,0,0,0,0,0,0,0,0
0,277,12,2,14,1,0,0,0,0,2,0,0,0,0,0
0,190,26,2,28,0,0,0,1,0,2,1,1,0,0,0
1,291,16,8,52,2,0,0,2,1,0,1,0,0,0,0
1,155,2,10,24,0,0,1,0,0,0,0,0,0,0,0
1,197,32,2,36,0,1,1,0,0,0,1,2,0,1,0
1,102,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,207,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,380,22,6,54,2,0,1,1,0,0,0,0,0,0,0
1,183,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,302,30,7,52,1,0,1,2,0,1,0,0,0,0,0
1,232,6,11,44,3,0,4,1,0,0,0,0,0,0,0
0,301,14,11,46,3,0,2,3,2,0,0,0,0,0,0
1,270,16,5,40,1,1,2,0,0,0,0,0,0,0,0
1,152,2,1,2,0,0,0,0,0,0,1,0,0,0,1
0,189,14,4,34,0,1,1,0,0,1,1,0,0,0,1
1,242,10,2,14,0,0,1,0,0,0,2,0,0,0,0
1,410,10,9,60,2,0,3,1,1,0,1,0,0,1,1
0,261,16,2,22,1,0,0,0,0,1,0,0,0,0,0
1,151,6,4,24,0,0,1,1,0,1,0,0,0,0,0
1,36,6,2,12,0,0,0,0,0,1,0,0,0,0,0
0,125,4,7,20,0,0,1,2,0,0,0,0,0,0,0
1,163,6,2,14,0,0,1,0,0,0,0,0,0,0,0
1,323,26,2,34,0,0,0,0,0,0,0,1,0,0,0
0,101,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,64,14,2,16,0,0,0,1,1,0,0,0,0,0,1
1,169,12,11,36,3,0,2,2,1,0,0,0,0,0,0
0,107,4,2,10,0,0,0,0,0,0,0,0,0,0,1
1,155,4,9,44,1,1,1,1,0,1,0,0,0,0,0
1,327,14,7,52,0,0,1,2,0,1,1,0,0,0,1
1,183,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,230,16,1,16,1,0,0,0,0,1,1,1,0,0,0
0,450,16,11,42,2,2,3,3,1,0,1,1,0,1,0
1,259,2,2,6,0,0,0,0,0,0,1,0,0,0,0
1,226,22,3,32,1,1,0,1,0,0,0,0,0,0,0
1,247,14,12,60,3,0,5,0,2,0,0,0,0,1,0
1,76,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,352,36,10,60,1,1,7,0,0,0,1,0,0,1,0
0,309,18,2,20,1,0,0,1,0,0,0,0,0,0,0
1,271,36,8,82,1,1,4,0,1,0,0,0,0,0,0
1,285,28,1,28,0,0,0,0,0,0,0,0,0,0,0
1,306,16,7,34,2,1,1,0,0,0,0,0,0,0,0
0,286,4,2,12,0,0,0,0,0,0,0,0,0,0,0
0,221,14,1,14,0,0,0,0,1,0,0,0,0,0,0
0,380,12,10,70,4,0,2,2,0,0,0,0,0,0,0
0,148,26,2,30,0,0,2,0,0,0,0,0,0,0,0
1,211,8,2,14,0,0,1,0,0,0,0,0,0,0,0
1,202,30,1,30,0,0,0,0,0,1,0,0,0,0,0
1,277,6,3,14,0,1,0,0,0,0,0,0,0,0,0
1,326,4,8,42,0,0,0,2,0,0,0,0,0,1,0
0,273,6,12,60,2,0,4,1,2,0,0,0,0,1,0
0,220,24,1,24,0,0,1,0,0,0,0,1,0,0,0
1,232,12,3,24,0,2,0,0,0,0,0,0,0,0,0
1,222,8,2,12,0,0,0,0,0,1,1,0,0,0,0
1,109,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,235,26,1,26,0,1,0,0,0,0,1,0,0,0,0
1,146,6,6,32,0,0,1,0,0,0,0,0,0,0,0
1,130,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,132,4,1,4,0,0,0,0,0,0,1,0,0,0,0
1,91,16,2,24,0,1,0,0,1,0,0,0,0,0,0
0,152,26,2,30,1,0,1,0,0,1,0,0,0,0,0
1,171,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,92,16,2,22,1,0,0,0,0,0,0,0,0,0,0
1,249,12,1,12,0,0,0,0,0,0,1,0,0,0,0
1,163,10,5,20,2,0,0,0,1,0,0,0,0,0,0
1,102,16,2,24,0,0,1,0,0,0,0,0,0,0,0
1,198,14,2,16,0,0,0,1,1,0,0,0,0,0,0
0,239,4,5,16,0,0,0,1,1,0,0,0,0,0,0
1,134,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,402,18,7,52,3,1,2,0,1,0,2,0,0,0,1
1,242,32,3,46,1,0,2,0,0,0,2,0,0,0,0
0,117,12,2,14,0,0,0,0,0,0,0,1,0,0,0
1,285,16,2,24,0,1,0,0,1,0,0,0,0,0,0
0,131,14,2,20,0,0,0,0,1,0,0,0,0,0,0
1,343,8,12,68,3,1,2,1,1,0,2,0,0,0,1
1,33,34,2,38,0,0,1,0,1,0,0,0,0,0,0
1,164,14,1,14,0,1,0,0,0,2,0,0,0,0,1
1,169,16,2,22,1,1,0,0,0,0,0,0,0,0,0
1,316,16,4,28,0,0,2,0,0,0,1,0,0,0,1
0,316,36,2,42,0,0,2,0,0,0,1,0,0,1,1
0,287,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,271,14,2,16,1,0,0,0,0,2,0,0,0,0,0
1,243,20,1,20,1,0,0,0,0,2,0,0,0,0,0
1,286,14,10,66,2,2,3,1,0,0,0,0,0,0,0
1,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0
0,426,6,9,34,0,0,2,1,0,0,2,0,0,0,0
1,215,10,1,10,0,0,0,0,0,2,0,0,0,0,0
1,85,18,1,18,0,0,0,0,0,2,0,0,0,0,0
1,197,16,3,28,1,0,0,0,1,0,1,0,0,0,1
1,353,16,9,42,1,0,2,2,3,0,1,0,0,0,1
1,152,14,10,34,4,0,1,0,2,0,0,0,0,0,0
1,390,2,8,20,0,0,1,0,1,0,0,0,0,0,0
1,239,16,2,22,0,2,0,0,0,0,0,0,0,0,0
0,320,6,11,34,1,2,2,2,0,0,0,0,0,0,1
0,159,18,1,18,0,0,1,0,0,0,0,0,0,0,0
1,221,30,10,70,1,2,3,1,0,1,0,0,0,0,1
1,157,14,5,32,2,0,1,0,0,0,0,0,0,0,0
0,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,341,26,8,72,2,1,0,2,0,0,2,0,0,0,0
1,99,14,1,14,0,1,0,0,0,0,0,2,0,0,0
1,183,28,2,30,0,0,0,2,0,0,0,0,0,1,0
1,223,2,6,36,2,0,0,0,0,0,0,0,0,0,0
0,326,14,6,44,0,0,0,0,2,0,1,2,0,0,0
0,203,2,12,28,1,1,1,0,0,0,2,0,2,0,0
0,361,10,12,64,3,1,3,2,1,0,0,0,2,0,0
1,258,10,9,56,2,1,0,2,1,0,1,0,0,0,0
0,176,8,3,14,0,0,0,1,0,0,0,0,0,0,0
1,288,14,2,18,0,0,1,0,1,0,0,2,0,0,0
0,184,14,2,16,1,0,0,1,0,0,2,2,0,0,0
1,221,10,2,16,0,0,1,0,0,2,0,0,0,0,0
1,165,12,10,66,2,0,2,2,0,0,0,0,0,0,0
1,287,20,2,26,2,0,0,0,0,0,0,0,0,0,0
1,243,14,11,46,1,1,2,0,2,0,0,0,0,1,0
0,247,6,2,8,0,0,0,0,0,2,0,0,0,0,0
1,104,14,2,16,1,0,0,0,0,0,0,0,0,0,0
1,196,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1,245,16,1,16,0,0,0,0,0,0,0,0,0,0,0
0,96,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,68,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,198,14,2,22,0,0,0,0,1,0,0,0,0,0,0
1,207,10,1,10,0,0,0,0,0,1,0,0,0,0,0
1,121,36,2,42,0,1,0,0,0,1,0,0,0,0,0
1,93,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,44,10,1,10,0,0,0,0,0,1,0,0,0,0,0
1,159,2,3,18,0,1,0,0,0,0,0,0,0,0,0
1,298,12,9,44,1,1,1,0,1,1,0,1,0,0,0
0,59,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,46,12,1,12,0,0,0,0,0,0,0,1,0,0,0
1,166,12,2,20,0,0,0,1,0,0,1,1,0,0,0
1,328,4,5,18,0,0,1,0,0,0,1,0,0,0,0
1,297,10,8,44,2,0,1,0,0,0,0,0,0,0,0
0,263,10,1,10,0,0,0,0,0,0,1,0,0,0,0
0,291,6,1,6,0,0,0,0,0,0,1,0,0,0,0
0,195,12,1,12,0,0,0,0,0,0,1,1,0,0,0
1,142,10,2,16,0,1,0,0,0,0,0,0,0,0,0
1,64,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,23,18,1,18,0,0,0,0,0,0,0,0,0,0,0
1,20,12,1,12,0,0,0,0,0,0,0,1,0,0,1
1,55,14,2,20,0,0,0,1,0,0,0,0,0,0,0
1,109,12,2,16,1,0,0,0,0,0,0,1,0,0,0
0,94,12,2,18,1,0,0,0,0,1,0,1,0,0,0
0,343,10,12,66,2,2,1,1,2,0,2,0,2,0,0
1,289,16,1,16,0,0,0,0,0,0,0,0,0,0,0
1,121,6,2,12,0,0,0,0,0,0,0,0,0,0,0
0,176,6,10,36,2,1,3,1,0,0,1,0,0,0,0
1,174,10,1,10,0,0,0,0,0,0,1,0,0,0,1
1,132,16,1,16,0,0,0,1,0,0,0,0,0,0,1
1,99,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,264,16,6,38,2,1,2,0,0,0,0,0,1,0,0
0,166,2,4,24,0,0,0,0,0,1,1,0,0,0,0
1,278,12,3,24,0,0,1,1,0,0,0,1,0,0,0
1,63,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,61,16,2,20,1,0,0,0,0,1,1,0,0,0,0
1,226,20,10,80,2,1,5,0,1,0,0,0,0,0,1
0,326,8,2,14,0,1,0,0,0,0,1,0,0,0,0
1,239,10,9,46,1,1,0,1,0,0,2,0,0,0,0
1,383,12,7,42,1,1,3,0,0,0,1,1,0,0,0
1,256,10,12,62,2,1,1,0,2,0,1,0,2,0,1
1,299,14,2,18,1,0,0,0,0,0,0,0,0,0,0
1,308,24,1,24,0,0,1,0,0,0,0,0,0,0,0
0,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0
1,20,30,1,30,0,0,0,1,0,0,0,1,0,1,0
1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,1
0,273,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1,18,16,1,16,0,0,0,0,0,0,0,0,0,0,0
0,259,16,2,20,0,1,0,1,0,0,1,0,0,0,0
1,228,20,5,46,0,2,3,0,0,0,0,0,0,0,0
1,181,8,10,62,1,1,3,0,0,1,0,0,0,0,0
1,417,14,12,74,4,1,3,1,1,0,2,0,2,0,0
1,229,4,8,22,0,1,1,1,0,0,0,0,0,0,0
1,88,32,1,32,0,0,0,0,0,0,0,0,0,0,0
1,188,12,2,14,0,0,1,0,0,0,1,0,0,0,0
0,344,24,10,80,1,1,2,0,2,0,0,0,0,0,1
0,140,16,2,18,0,0,1,0,1,0,0,0,0,0,0
1,248,6,7,46,0,1,2,0,1,0,0,0,0,0,0
1,279,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,238,34,2,42,2,0,0,0,0,0,0,2,0,0,0
1,88,10,5,26,1,0,2,0,0,0,0,0,0,0,0
0,263,6,2,8,0,0,0,0,0,0,1,0,0,0,0
1,277,6,10,56,2,0,1,1,1,0,0,0,0,0,0
1,75,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,323,14,10,50,1,1,3,2,1,0,3,0,0,0,0
0,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,25,16,1,16,0,0,0,0,0,0,0,0,0,0,0
1,77,16,4,28,0,0,0,1,2,0,0,0,0,0,0
0,179,8,2,10,0,0,0,0,0,0,0,0,0,0,1
1,243,30,2,34,1,0,0,0,0,0,0,0,0,0,0
1,226,10,12,52,1,1,4,0,2,0,0,0,0,0,0
1,320,10,2,16,0,1,0,0,0,0,0,0,0,0,0
1,290,10,2,16,0,0,0,1,0,0,0,0,0,0,0
1,134,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1,233,12,3,24,1,0,0,1,0,0,0,0,0,1,0
1,127,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,272,30,2,36,0,0,1,0,0,0,0,0,0,0,0
1,314,18,11,72,4,0,4,2,0,0,0,0,0,0,0
1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,119,10,7,34,1,1,2,0,1,2,0,0,0,0,0
1,97,14,1,14,0,0,0,0,0,0,1,0,0,0,0
1,235,16,2,24,1,0,0,1,0,0,1,0,0,1,1
1,45,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,330,12,10,58,2,0,2,2,0,0,0,0,0,0,1
0,155,2,3,8,0,0,0,0,0,0,0,0,0,0,0
1,316,14,4,36,0,1,2,0,0,0,1,0,0,0,0
0,412,2,10,34,2,2,0,1,0,0,1,0,0,0,1
1,217,14,1,14,0,0,1,0,0,0,1,0,0,0,0
1,88,22,1,22,1,0,0,0,0,0,0,0,0,0,0
1,250,22,6,48,0,0,2,0,1,0,0,0,0,0,0
1,324,4,2,6,0,0,0,0,0,0,0,0,0,0,0
0,52,24,2,28,1,0,1,0,0,0,0,0,0,0,0
0,30,12,2,16,0,0,1,0,0,0,0,0,0,0,0
0,366,32,10,88,4,1,2,1,0,0,1,0,0,1,0
1,308,12,2,14,0,0,0,0,0,0,0,0,0,0,0
0,299,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,93,16,2,20,0,0,0,2,0,0,0,0,0,0,0
1,303,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,369,16,9,60,3,0,2,1,1,0,1,0,0,0,0
1,186,12,12,62,5,1,1,2,1,2,0,0,0,0,0
1,186,20,1,20,0,0,1,0,0,0,0,0,0,0,0
1,60,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,69,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,418,10,8,36,2,1,0,2,0,0,0,0,0,0,1
1,146,6,5,30,0,0,2,0,0,0,0,0,0,0,0
1,160,10,2,12,0,0,0,0,0,0,1,0,0,0,0
0,217,8,11,38,2,1,1,0,2,1,1,0,0,0,1
1,101,32,1,32,1,0,0,0,0,3,0,0,0,0,1
1,280,26,3,42,0,0,0,0,0,0,0,0,0,0,0
1,185,16,3,26,0,0,1,0,2,0,0,0,0,0,0
1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,437,2,11,42,2,0,1,0,0,0,1,0,0,0,1
1,126,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,279,16,8,42,3,0,3,0,2,0,0,0,0,0,0
0,231,16,7,56,0,2,1,1,1,0,2,0,0,0,0
1,225,14,9,66,2,2,2,2,1,0,0,0,0,0,1
1,256,14,10,44,0,1,2,1,3,0,1,0,0,0,0
0,209,10,4,22,0,0,2,1,0,0,0,0,0,0,0
0,225,28,2,34,0,1,1,0,0,0,0,0,0,0,0
1,219,10,12,62,1,1,3,2,0,0,1,0,0,0,0
0,263,6,3,18,0,0,1,0,0,1,1,0,0,0,0
1,311,24,2,26,0,0,2,0,0,0,1,0,0,0,0
0,311,36,1,36,0,0,0,0,0,1,1,0,0,0,0
1,244,4,1,4,0,0,0,0,0,2,0,0,0,0,0
0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0
1,88,10,2,16,0,0,1,0,0,1,0,0,0,0,0
1,241,2,12,42,2,0,1,2,1,0,0,0,0,0,1
0,189,20,1,20,0,0,0,0,0,0,1,0,0,0,1
1,236,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,249,16,1,16,1,0,0,0,0,0,1,1,0,0,0
0,189,14,1,14,0,0,1,0,0,0,1,0,0,0,0
1,140,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,212,10,6,22,1,0,0,0,2,0,1,0,0,0,0
1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,389,16,9,60,0,1,5,1,1,0,2,0,0,0,0
0,89,6,1,6,0,0,0,0,0,0,0,0,0,0,1
1,438,10,11,46,2,4,1,0,1,0,0,0,0,0,0
1,89,16,1,16,0,0,0,0,1,1,0,0,0,0,1
1,216,12,1,12,0,0,0,0,0,1,0,0,0,0,0
1,153,8,7,26,0,1,2,0,1,2,0,0,0,0,0
1,49,4,1,4,0,0,0,0,0,1,0,1,0,0,0
1,174,16,2,22,0,0,1,0,0,0,1,0,0,0,0
1,134,34,7,68,0,2,1,0,3,2,0,2,0,0,0
1,155,8,10,42,0,0,4,1,1,0,0,0,2,0,0
1,132,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,106,26,1,26,0,1,0,0,0,1,1,0,0,0,0
1,101,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,133,34,2,38,0,0,1,0,0,0,0,2,0,0,0
1,199,32,2,34,0,2,0,0,0,0,1,0,0,0,0
1,295,12,2,14,0,1,0,0,0,0,2,0,0,0,0
1,325,14,11,74,5,0,2,2,0,0,0,0,0,0,0
1,91,8,2,16,0,0,0,1,0,0,0,0,0,0,0
0,276,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,232,14,2,18,1,0,0,0,1,0,1,0,0,0,0
1,349,16,11,50,3,1,1,1,0,0,1,1,0,0,0
0,465,6,12,74,0,3,2,3,1,0,1,0,0,0,0
0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,319,10,2,12,0,0,0,0,0,0,1,0,0,0,0
0,331,8,3,22,0,0,0,0,1,0,0,0,0,0,0
1,235,14,1,14,0,0,0,0,0,0,1,0,0,0,0
1,114,16,2,18,1,0,1,0,0,3,0,1,0,0,0
0,153,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,132,34,1,34,1,0,0,0,0,0,0,0,0,0,0
1,199,12,6,38,0,0,1,1,1,0,1,0,0,0,0
1,252,16,1,16,0,0,0,0,1,0,0,0,0,0,0
1,318,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,61,16,2,22,0,0,0,1,0,0,1,0,0,0,0
1,409,12,10,68,3,0,2,0,2,0,0,0,0,0,0
0,298,12,1,12,0,0,0,0,0,0,1,0,0,0,0
1,49,4,1,4,0,0,0,0,0,2,0,0,0,0,1
1,311,30,2,34,1,0,0,1,0,2,1,0,0,0,0
1,296,14,7,38,0,0,2,1,1,0,0,0,1,0,0
1,457,10,12,36,3,0,4,0,0,0,4,0,0,0,0
1,112,6,2,12,0,0,0,0,0,0,0,1,0,0,0
0,378,12,11,44,1,1,2,2,2,0,0,0,0,0,0
1,237,16,10,70,0,2,2,1,2,0,0,0,0,0,0
1,70,16,1,16,0,0,1,0,0,1,0,0,0,0,0
0,303,22,8,54,3,0,0,0,1,0,0,0,0,1,0
0,136,10,2,14,0,0,0,0,0,0,0,0,0,0,0
1,191,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1,305,10,3,16,0,0,0,1,0,0,0,0,0,0,0
1,92,20,4,32,1,0,1,0,1,0,0,0,0,0,0
0,191,14,2,16,1,1,0,0,0,0,0,1,0,0,0
